m, repeat_after, max_value, most_common_tail_value, cycle_length, cycle_max, cycle_min, distinct_tail_values
504, 4235728, 6446, 2374, 1012, 2374, 2350, 9
505, 17028517, 6428, 2638, 1012, 2638, 2624, 4
506, 1845608, 6204, 2638, 1014, 2638, 2624, 5
507, 4923032, 6466, 2642, 509, 2642, 2616, 10
508, 1370844, 6470, 2638, 1018, 2638, 2624, 5
509, 23789310, 6800, 2638, 1020, 2638, 2624, 5
510, 24076758, 6808, 2642, 512, 2642, 2618, 8
511, 12111722, 6746, 2638, 1024, 2638, 2624, 5
512, 909472, 6458, 2642, 514, 2642, 2618, 8
513, 13821746, 6798, 2642, 515, 2642, 2618, 8
514, 33916716, 6724, 2638, 1030, 2638, 2624, 4
515, 4691611, 7081, 2374, 1034, 2374, 2350, 10
516, 23569474, 6724, 2638, 517, 2638, 2634, 3
517, 3246446, 6706, 2642, 519, 2642, 2616, 7
518, 33855506, 7252, 2638, 1038, 2638, 2624, 4
519, 27560398, 7091, 2638, 1040, 2638, 2624, 4
520, 1836721, 6850, 2638, 1042, 2638, 2624, 4
521, 51935275, 7102, 2638, 1044, 2638, 2624, 4
522, 7160931, 7062, 2638, 1046, 2638, 2624, 4
523, 15613458, 6822, 4610, 524, 4612, 4602, 4
524, 58841666, 7204, 4254, 5279, 4402, 4186, 60
525, 16819939, 6992, 2374, 1054, 2374, 2350, 10
526, 2180136, 7024, 2642, 528, 2642, 2616, 7
527, 3270054, 6482, 2638, 1056, 2638, 2624, 5
528, 1268155, 6419, 4254, 2656, 4262, 4216, 20
529, 101284247, 7066, 4254, 2661, 4262, 4216, 20
530, 5307452, 7013, 2642, 532, 2642, 2616, 7
531, 3680095, 6831, 4254, 9080, 4354, 4230, 47
532, 9462642, 6938, 4534, 7707552, 6938, 2178, 4568
533, 13100830, 6826, 4610, 534, 4612, 4602, 4
534, 5088107, 6728, 4430, 2697273, 6715, 2208, 4229
535, 4082893, 6914, 4334, 10193, 4478, 4140, 149
536, 1643944, 6803, 4294, 537, 4294, 4288, 2
537, 3283944, 7093, 4342, 9161, 4436, 4258, 79
538, 6255648, 7074, 4310, 2157, 4314, 4296, 8
539, 112896, 6421, 4610, 540, 4612, 4602, 4
540, 8542845, 7114, 4328, 541, 4328, 4324, 2
541, 727798, 6682, 4342, 542, 4342, 4332, 3
542, 750494, 6520, 4342, 1087, 4362, 4336, 7
543, 5971419, 6928, 4362, 545, 4362, 4344, 4
544, 4452700, 6778, 4430, 532232, 4504, 4336, 88
545, 13127996, 7114, 4430, 1031429, 4538, 4336, 94
546, 900841, 6725, 4430, 150424, 4442, 4368, 25
547, 4414790, 6910, 4394, 449362, 4438, 4370, 24
548, 332832, 6806, 4378, 1649, 4430, 4378, 12
549, 1091428, 6976, 4434, 3857, 4440, 4382, 21
550, 10945436, 7214, 4434, 3863, 4502, 4390, 30
551, 5657984, 7544, 2638, 1104, 2638, 2624, 5
552, 18236369, 7162, 4438, 1107, 4442, 4410, 8
553, 37135694, 7262, 4610, 554, 4612, 4602, 4
554, 28084832, 7664, 2638, 1110, 2638, 2624, 4
555, 26423586, 7180, 4434, 559, 4442, 4402, 9
556, 3239592, 7388, 4534, 557, 4534, 4522, 3
557, 9960475, 7246, 2638, 1116, 2638, 2624, 5
558, 4774492, 7288, 4434, 562, 4442, 4402, 9
559, 55134893, 7403, 4434, 563, 4442, 4402, 9
560, 79537553, 7558, 2638, 1122, 2638, 2624, 4
561, 32815854, 7262, 2638, 1124, 2638, 2624, 5
562, 61367961, 7534, 4610, 563, 4612, 4602, 4
563, 51311171, 8133, 4610, 564, 4612, 4602, 4
564, 14919036, 7526, 4434, 568, 4442, 4402, 9
565, 13471035, 7322, 4434, 569, 4442, 4402, 9
566, 410070, 7016, 4568, 567, 4568, 4536, 3
567, 16702693, 7558, 4610, 568, 4612, 4602, 4
568, 35884081, 7634, 4434, 572, 4442, 4402, 9
569, 154797884, 8129, 4610, 570, 4612, 4602, 4
570, 47121422, 7682, 4582, 4568, 4586, 4548, 13
571, 61744555, 7754, 4434, 575, 4442, 4402, 9
572, 26864033, 7408, 4744, 573, 4744, 4736, 2
573, 32324503, 7809, 4610, 574, 4612, 4602, 4
574, 15814164, 7390, 4610, 575, 4612, 4602, 4
575, 66527830, 7754, 4630, 576, 4630, 4608, 3
576, 81215217, 8046, 4630, 577, 4630, 4608, 2
577, 76697314, 7808, 2638, 1156, 2638, 2624, 5
578, 138509851, 7976, 4434, 582, 4442, 4402, 9
579, 44975288, 7766, 5154, 580, 5158, 5130, 5
580, 88235841, 7790, 5286, 582, 5288, 5270, 7
581, 190268429, 7964, 4744, 582, 4744, 4736, 2
582, 146585382, 7984, 2638, 1166, 2638, 2624, 4
583, 8797589, 7580, 4744, 584, 4744, 4736, 2
584, 157182142, 8146, 2638, 1170, 2638, 2624, 5
585, 261079130, 7864, 5154, 586, 5158, 5130, 5
586, 79968551, 7892, 4434, 590, 4442, 4402, 9
587, 300242210, 8066, 2642, 589, 2642, 2618, 8
588, 22603461, 7798, 2638, 1178, 2638, 2624, 5
589, 28824084, 7726, 4534, 590, 4534, 4522, 3
590, 966857508, 8846, 4434, 594, 4442, 4402, 9
591, 758506926, 8464, 5154, 592, 5158, 5130, 5
592, 59000316, 8292, 4434, 596, 4442, 4402, 9
593, 30645721, 7902, 4434, 597, 4442, 4402, 9
594, 3791038, 7531, 5154, 595, 5158, 5130, 5
595, 68101022, 8050, 2638, 1192, 2638, 2624, 5
596, 756818316, 8414, 2638, 1194, 2638, 2624, 5
597, 106418590, 8471, 5154, 598, 5158, 5130, 5
598, 54957243, 8141, 4922, 1204, 4942, 4842, 17
599, 107597201, 8818, 5286, 601, 5288, 5270, 7
600, 142977194, 8390, 4854, 356994, 4858, 4794, 24
601, 54311064, 8129, 4854, 39089667, 8129, 2478, 5412
602, 41895315, 8070, 4854, 776130, 4938, 4788, 67
603, 44615192, 8138, 5154, 604, 5158, 5130, 5
604, 1965425, 7815, 4854, 370263, 4898, 4826, 24
605, 24030892, 8258, 4856, 606, 4856, 4840, 2
606, 25308715, 8082, 4854, 369665, 4874, 4842, 12
607, 43009593, 8090, 4938, 1113911, 5138, 4760, 191
608, 9699516, 8042, 4938, 372098, 4938, 4858, 16
609, 64619335, 8324, 4938, 611, 4946, 4912, 9
610, 9108908, 7927, 4938, 376990, 5014, 4844, 50
611, 5318071, 7706, 4898, 1225, 4938, 4890, 8
612, 1923388, 7386, 4898, 1840, 4924, 4890, 10
613, 14143541, 8258, 4904, 1, 4904, 4904, 1
614, 2955280, 8042, 4938, 616, 4946, 4912, 8
615, 8660200, 8162, 4978, 616, 4978, 4950, 3
616, 6088723, 8090, 4978, 617, 4978, 4970, 3
617, 8915964, 8286, 4974, 1858, 5128, 4944, 29
618, 6364114, 8114, 5154, 619, 5158, 5130, 5
619, 5188883, 7708, 4978, 620, 4978, 4970, 3
620, 31982872, 8314, 4978, 621, 4978, 4970, 3
621, 9715672, 8070, 4978, 622, 4978, 4970, 3
622, 18892448, 8399, 4978, 623, 4978, 4976, 2
623, 38204216, 8402, 4994, 2496, 5128, 4984, 21
624, 34706871, 8606, 5154, 625, 5158, 5130, 5
625, 25788155, 8398, 4938, 627, 4946, 4912, 9
626, 1869413, 7768, 5018, 3136, 5128, 5004, 22
627, 23382448, 8416, 5154, 227447, 5306, 4998, 125
628, 193935640, 8686, 5034, 629, 5036, 5022, 3
629, 3513131, 8356, 5154, 630, 5158, 5130, 5
630, 247651041, 8638, 5118, 4540823, 8306, 2610, 5391
631, 7746948, 8182, 5154, 632, 5158, 5130, 5
632, 85537517, 8678, 5154, 633, 5158, 5130, 5
633, 106687296, 8734, 5154, 634, 5158, 5130, 5
634, 60818272, 8458, 5118, 104150, 5132, 5070, 21
635, 146380963, 8644, 4938, 637, 4946, 4912, 9
636, 65336732, 8483, 5154, 637, 5158, 5130, 5
637, 12705547, 8582, 5158, 638, 5158, 5130, 5
638, 101868500, 9110, 5118, 1918, 5134, 5104, 9
639, 135775693, 8596, 5154, 640, 5158, 5130, 5
640, 46028742, 8886, 5154, 641, 5158, 5130, 5
641, 162045907, 8686, 5154, 642, 5158, 5130, 5
642, 187416437, 8954, 4938, 644, 4946, 4912, 8
643, 149776095, 8894, 5154, 644, 5158, 5130, 5
644, 85780323, 8677, 5158, 645, 5158, 5130, 5
645, 71175788, 8630, 5154, 646, 5158, 5130, 5
646, 172234183, 9146, 5154, 647, 5158, 5130, 5
647, 809823236, 9237, 5154, 648, 5158, 5130, 5
648, 312909640, 9369, 5154, 649, 5158, 5130, 4
649, 183366447, 9076, 5154, 650, 5158, 5130, 5
650, 63651277, 8886, 5154, 651, 5158, 5130, 5
651, 568566212, 9224, 5158, 652, 5158, 5130, 5
652, 1881470781, 9078, 5154, 653, 5158, 5130, 5
653, 189570855, 9722, 5158, 654, 5158, 5130, 5
654, 50943754, 8884, 5154, 655, 5158, 5130, 5
655, 89442003, 8858, 5154, 656, 5158, 5130, 5
656, 388344752, 9182, 5154, 657, 5158, 5130, 5
657, 137938708, 8948, 5154, 658, 5158, 5130, 5
658, 18660073, 9002, 5154, 659, 5158, 5130, 5
659, 39773166, 9032, 5158, 660, 5158, 5130, 5
660, 464013344, 9250, 5154, 661, 5158, 5130, 5
661, 305007385, 9356, 5154, 662, 5158, 5130, 5
662, 265513260, 9082, 5154, 663, 5158, 5130, 5
663, 1290216239, 9406, 5154, 664, 5158, 5130, 5
664, 527086844, 9194, 5158, 665, 5158, 5130, 5
665, 1785614295, 9478, 5158, 666, 5158, 5130, 5
666, 1701766349, 9422, 4938, 668, 4946, 4912, 9
667, 59849708, 9074, 3062, 668, 3062, 3056, 3
668, 275866506, 9508, 4938, 670, 4946, 4912, 9
669, 322108490, 9664, 4938, 671, 4946, 4912, 8
670, 2384666905, 9944, 4938, 672, 4946, 4912, 9
671, 996036336, 9586, 5898, 672, 5898, 5888, 3
672, 1203111833, 9442, 5154, 673, 5158, 5130, 5
673, 53922655, 9070, 4938, 675, 4946, 4912, 9
674, 382525045, 9498, 4938, 676, 4946, 4912, 9
675, 280337987, 9556, 5158, 676, 5158, 5130, 5
676, 650763553, 9459, 5158, 677, 5158, 5130, 5
677, 45441044, 9242, 5154, 678, 5158, 5130, 5
678, 899377735, 9722, 5154, 679, 5158, 5130, 5
679, 281394886, 9626, 5154, 680, 5158, 5130, 5
680, 831907777, 10196, 4938, 682, 4946, 4912, 9
681, 377951243, 9662, 4938, 683, 4946, 4912, 9
682, 14906260, 8860, 5154, 683, 5158, 5130, 5
683, 2904690574, 9722, 3062, 684, 3062, 3056, 3
684, 1413013486, 9650, 4938, 686, 4946, 4912, 9
685, 923054450, 9670, 5898, 686, 5898, 5888, 3
686, 1500469511, 9806, 5898, 687, 5898, 5888, 3
687, 501722074, 9556, 5158, 688, 5158, 5130, 5
688, 703558622, 9878, 5154, 689, 5158, 5130, 5
689, 808855541, 9908, 5154, 690, 5158, 5130, 5
690, 285512153, 9586, 5158, 691, 5158, 5130, 5
691, 972716688, 9884, 5154, 692, 5158, 5130, 5
692, 24342798, 9678, 2918, 693, 2918, 2880, 4
693, 178443251, 9674, 5898, 694, 5898, 5888, 3
694, 522154389, 9658, 3062, 695, 3062, 3056, 3
695, 288288811, 10364, 5846, 12528, 5846, 5800, 8
696, 414264814, 9893, 5154, 697, 5158, 5130, 5
697, 5774150960, 10312, 5158, 698, 5158, 5130, 5
698, 938824132, 10172, 5898, 699, 5898, 5888, 3
699, 886078292, 9874, 5898, 700, 5898, 5888, 3
700, 277023487, 10046, 5154, 701, 5158, 5130, 5
701, 98910797, 9518, 5846, 8424, 5846, 5800, 8
702, 511616272, 9904, 5846, 7733, 5846, 5800, 8
703, 504716762, 9946, 5898, 704, 5898, 5888, 3
704, 7684288, 9838, 5846, 9165, 5846, 5800, 8
705, 238935812, 9722, 5846, 7060, 5846, 5800, 8
706, 91103748, 9722, 5898, 707, 5898, 5888, 3
707, 188573288, 10036, 5786, 708, 5788, 5778, 4
708, 128305279, 9896, 5786, 709, 5788, 5778, 4
709, 65829306, 9626, 5846, 5680, 5846, 5800, 8
710, 28329469, 9740, 5786, 711, 5788, 5778, 4
711, 192018564, 9950, 5898, 712, 5898, 5888, 3
712, 38877480, 10274, 5898, 713, 5898, 5888, 3
713, 116132207, 9674, 5846, 4284, 5846, 5800, 8
714, 12075956, 9278, 5846, 5005, 5846, 5800, 8
715, 84707584, 9788, 5898, 716, 5898, 5888, 3
716, 101462433, 9767, 5816, 2151, 5846, 5800, 8
717, 66169906, 9906, 5846, 2872, 5846, 5800, 8
718, 19824983, 9574, 5786, 719, 5788, 5778, 4
719, 106469216, 10265, 5846, 4320, 5846, 5800, 8
720, 82984986, 10198, 5898, 721, 5898, 5888, 3
721, 18999323, 9574, 5898, 722, 5898, 5888, 3
722, 16908968, 9722, 5786, 723, 5788, 5778, 4
723, 24496718, 9586, 5882, 443260, 6086, 5720, 152
724, 51666481, 9839, 5816, 2175, 5846, 5800, 8
725, 5703042, 9868, 5882, 804432, 5924, 5778, 54
726, 94127144, 10356, 5802, 727, 5806, 5802, 3
727, 71832387, 9894, 5898, 728, 5898, 5888, 3
728, 33415879, 10020, 5882, 134136, 5886, 5840, 17
729, 11674474, 9942, 5898, 730, 5898, 5888, 3
730, 2344672, 9254, 5898, 731, 5898, 5888, 3
731, 536813942, 10522, 5898, 732, 5898, 5888, 3
732, 83372608, 10415, 5898, 733, 5898, 5888, 3
733, 52900083, 10216, 5864, 1, 5864, 5864, 1
734, 171787464, 10443, 5898, 735, 5898, 5888, 3
735, 467692291, 10808, 5898, 736, 5898, 5888, 3
736, 142105507, 10526, 5154, 737, 5158, 5130, 5
737, 383852087, 11306, 6086, 116808, 6446, 5538, 595
738, 454805961, 10586, 5714, 62006109, 10196, 3010, 6780
739, 357420708, 10825, 5714, 90888249, 10732, 3030, 7068
740, 1092030586, 10574, 5982, 6690, 6122, 5922, 57
741, 1544332879, 10708, 5714, 721746099, 10708, 3024, 7384
742, 17770515, 10236, 5966, 1487, 5982, 5950, 8
743, 304052694, 10754, 5714, 156061977, 10574, 3092, 7080
744, 790024628, 10618, 5966, 1491, 5982, 5950, 8
745, 179919863, 10604, 6008, 2242, 6086, 5976, 21
746, 485852376, 10586, 4938, 748, 4946, 4912, 9
747, 344743356, 10482, 6214, 93672, 6418, 5832, 379
748, 371279690, 10522, 6086, 9260806, 9634, 3225, 6214
749, 74031802, 10420, 6086, 179611, 6418, 5898, 321
750, 232995326, 10554, 6214, 121108, 6350, 5895, 290
751, 363555530, 10826, 5714, 207447846, 10826, 3072, 7328
752, 261840982, 10562, 6086, 55016, 6226, 5964, 155
753, 149032083, 10748, 6214, 5297, 6214, 6016, 55
754, 78942913, 10459, 6126, 32522, 6234, 6000, 125
755, 48222572, 10826, 6056, 756, 6056, 6052, 2
756, 48965889, 10328, 6056, 757, 6056, 6052, 2
757, 40159541, 10690, 6056, 2275, 6086, 6052, 8
758, 82762586, 10328, 6126, 582186, 6242, 6056, 68
759, 435654327, 10594, 6214, 6858, 6226, 6068, 54
760, 15748371, 10300, 6130, 6091, 6226, 6056, 45
761, 67692397, 10484, 6214, 768, 6214, 6096, 15
762, 77692105, 10333, 6094, 1526, 6128, 6090, 9
763, 155421847, 10978, 6214, 943548, 6234, 6096, 52
764, 391389204, 10878, 6214, 6129, 6234, 6108, 33
765, 79235425, 11238, 6152, 1536, 6214, 6132, 15
766, 338091246, 10766, 6214, 769, 6214, 6144, 7
767, 59525987, 10654, 6234, 768, 6238, 6210, 4
768, 634715967, 10900, 6214, 4616, 6218, 6140, 21
769, 397925676, 11030, 6154, 2314, 6202, 6138, 19
770, 207120364, 10594, 6214, 772, 6214, 6160, 4
771, 38310829, 10636, 6194, 776, 6198, 6164, 10
772, 520155619, 11002, 6234, 773, 6238, 6210, 4
773, 1506238986, 11127, 6234, 774, 6238, 6210, 4
774, 812112803, 11304, 6234, 775, 6238, 6210, 4
775, 51188691, 10946, 6346, 2334, 6346, 6194, 21
776, 250863119, 11236, 6234, 777, 6238, 6210, 4
777, 182014563, 10784, 5158, 778, 5158, 5130, 5
778, 366337791, 10902, 6234, 779, 6238, 6210, 4
779, 751162744, 11338, 6234, 780, 6238, 6210, 4
780, 409838341, 11198, 6234, 781, 6238, 6210, 4
781, 89721595, 10694, 6214, 782, 6218, 6192, 3
782, 538001459, 11146, 6234, 783, 6238, 6210, 4
783, 260447747, 11432, 6234, 784, 6238, 6210, 4
784, 837420651, 11282, 6234, 785, 6238, 6210, 4
785, 427009398, 10886, 6214, 786, 6218, 6192, 3
786, 306752580, 11344, 6234, 787, 6238, 6210, 4
787, 753683605, 11278, 5158, 788, 5158, 5130, 5
788, 3746333446, 11638, 6234, 789, 6238, 6210, 4
789, 362362964, 11237, 6234, 790, 6238, 6210, 4
790, 110233710, 10804, 6234, 791, 6238, 6210, 4
791, 40647127, 10833, 4938, 793, 4946, 4912, 8
792, 626556091, 11420, 6234, 793, 6238, 6210, 4
793, 944820642, 11578, 6234, 794, 6238, 6210, 4
794, 712557941, 11276, 6234, 795, 6238, 6210, 4
795, 673697438, 11302, 6234, 796, 6238, 6210, 4
796, 1622633200, 11806, 6234, 797, 6238, 6210, 4
797, 11194327, 10742, 6234, 798, 6238, 6210, 4
798, 2795823358, 11642, 6234, 799, 6238, 6210, 4
799, 315621904, 11878, 5158, 800, 5158, 5130, 5
800, 354591954, 11208, 6234, 801, 6238, 6210, 4
801, 1562764608, 11762, 6234, 802, 6238, 6210, 4
802, 1625760824, 11626, 4938, 804, 4946, 4912, 9
803, 1923699127, 11538, 6234, 804, 6238, 6210, 4
804, 311685924, 11498, 6234, 805, 6238, 6210, 4
805, 411895979, 11406, 6234, 806, 6238, 6210, 4
806, 789315258, 12594, 6234, 807, 6238, 6210, 4
807, 1446718856, 11836, 6234, 808, 6238, 6210, 4
808, 2536447881, 12314, 6234, 809, 6238, 6210, 4
809, 538421019, 11522, 6234, 810, 6238, 6210, 4
810, 2273893331, 12526, 6234, 811, 6238, 6210, 4
811, 233776872, 11342, 6234, 812, 6238, 6210, 4
812, 15103910, 10876, 6234, 813, 6238, 6210, 4
813, 540120580, 11510, 6214, 814, 6218, 6192, 3
814, 705840727, 12098, 6234, 815, 6238, 6210, 4
815, 1109372241, 11902, 6234, 816, 6238, 6210, 4
816, 848641476, 11654, 6234, 817, 6238, 6210, 4
817, 1569518205, 12092, 6234, 818, 6238, 6210, 4
818, 265715233, 12092, 6234, 819, 6238, 6210, 4
819, 1081162454, 12100, 6130, 820, 6134, 6128, 3
820, 302590139, 11752, 6214, 821, 6218, 6192, 3
821, 188315562, 11710, 6234, 822, 6238, 6210, 4
822, 1649413730, 12149, 6214, 823, 6218, 6192, 3
823, 287967223, 11642, 6214, 824, 6218, 6192, 3
824, 31738897, 11294, 6234, 825, 6238, 6210, 4
825, 2246403521, 11988, 6234, 826, 6238, 6210, 4
826, 660892977, 11674, 6214, 827, 6218, 6192, 3
827, 202769, 10334, 5154, 828, 5158, 5130, 5
828, 1738555692, 12125, 6214, 829, 6218, 6192, 3
829, 1038814296, 12231, 6214, 830, 6218, 6192, 3
830, 90842388, 11334, 6234, 831, 6238, 6210, 4
831, 762119070, 11758, 6234, 832, 6238, 6210, 4
832, 739447222, 12020, 6234, 833, 6238, 6210, 4
833, 251346930, 12182, 6234, 834, 6238, 6210, 4
834, 29409707, 11482, 6234, 835, 6238, 6210, 4
835, 496331027, 11950, 6234, 836, 6238, 6210, 4
836, 1081883161, 12178, 6234, 837, 6238, 6210, 4
837, 1007410631, 12046, 5798, 839, 5806, 5750, 8
838, 86912233, 11878, 6234, 839, 6238, 6210, 4
839, 301994829, 12138, 6234, 840, 6238, 6210, 4
840, 1116675198, 12111, 6234, 841, 6238, 6210, 4
841, 1728840599, 12266, 6234, 842, 6238, 6210, 4
842, 2068468717, 12434, 6234, 843, 6238, 6210, 4
843, 261661222, 12034, 6234, 844, 6238, 6210, 4
844, 1007246571, 12552, 6214, 845, 6218, 6192, 3
845, 882700902, 11974, 6234, 846, 6238, 6210, 4
846, 679284615, 12178, 6234, 847, 6238, 6210, 4
847, 1447493796, 12214, 6234, 848, 6238, 6210, 4
848, 2099384779, 12594, 6234, 849, 6238, 6210, 4
849, 1611217928, 12686, 5154, 850, 5158, 5130, 5
850, 2519391658, 12436, 6234, 851, 6238, 6210, 4
851, 2426233649, 12754, 6234, 852, 6238, 6210, 4
852, 1449707146, 12366, 6234, 853, 6238, 6210, 4
853, 3265273547, 12704, 6234, 854, 6238, 6210, 4
854, 2067907400, 12332, 6214, 855, 6218, 6192, 3
855, 506969177, 12526, 6214, 856, 6218, 6192, 3
856, 566215792, 12916, 6234, 857, 6238, 6210, 4
857, 463312721, 12215, 7554, 858, 7558, 7546, 5
858, 1018256817, 12482, 6234, 859, 6238, 6210, 4
859, 4185338551, 12944, 6214, 860, 6218, 6192, 3
860, 708006778, 13142, 5158, 861, 5158, 5130, 5
861, 713528822, 12338, 6214, 862, 6218, 6192, 3
862, 3606073802, 13058, 5158, 863, 5158, 5130, 5
863, 6743781109, 13194, 5158, 864, 5158, 5130, 5
864, 5338861566, 12946, 6234, 865, 6238, 6210, 4
865, 789517237, 12592, 6234, 866, 6238, 6210, 4
866, 1530323374, 13033, 6234, 867, 6238, 6210, 4
867, 1497309783, 13012, 4946, 869, 4946, 4912, 9
868, 10955661, 11533, 7554, 869, 7558, 7546, 5
869, 2189722163, 13088, 6234, 870, 6238, 6210, 4
870, 1365148687, 13016, 5158, 871, 5158, 5130, 5
871, 242895369, 12688, 6234, 872, 6238, 6210, 4
872, 638356126, 13015, 6234, 873, 6238, 6210, 4
873, 214798949, 13019, 5158, 874, 5158, 5130, 5
874, 1561827782, 12686, 6234, 875, 6238, 6210, 4
875, 569231510, 13194, 6234, 876, 6238, 6210, 4
876, 879115943, 13114, 6234, 877, 6238, 6210, 4
877, 5028552622, 13190, 5158, 878, 5158, 5130, 5
878, 1247000082, 12916, 6234, 879, 6238, 6210, 4
879, 5076011370, 13326, 5158, 880, 5158, 5130, 5
880, 2257697643, 13100, 6234, 881, 6238, 6210, 4
881, 4561517154, 13326, 6234, 882, 6238, 6210, 4
882, 276565413, 12438, 6214, 883, 6218, 6192, 3
883, 245508892, 12334, 6234, 884, 6238, 6210, 4
884, 2000323053, 13015, 6234, 885, 6238, 6210, 4
885, 3042219114, 13588, 6234, 886, 6238, 6210, 4
886, 2667584445, 13142, 6234, 887, 6238, 6210, 4
887, 993669168, 13226, 6214, 888, 6218, 6192, 3
888, 1273279233, 13228, 6234, 889, 6238, 6210, 4
889, 884085532, 12858, 7554, 890, 7558, 7546, 5
890, 1982439794, 13548, 6234, 891, 6238, 6210, 4
891, 3423289717, 13258, 6234, 892, 6238, 6210, 4
892, 34939003, 11894, 6234, 893, 6238, 6210, 4
893, 438176573, 12748, 6234, 894, 6238, 6210, 4
894, 1301208963, 13022, 6214, 895, 6218, 6192, 3
895, 5809654267, 13254, 6234, 896, 6238, 6210, 4
896, 1774269676, 13382, 6234, 897, 6238, 6210, 4
897, 647705991, 13007, 6234, 898, 6238, 6210, 4
898, 427332043, 13564, 6234, 899, 6238, 6210, 4
899, 1417350832, 13465, 6234, 900, 6238, 6210, 4
900, 821810648, 13058, 6234, 901, 6238, 6210, 4
901, 5866725007, 13472, 6214, 902, 6218, 6192, 3
902, 1793509731, 13132, 6234, 903, 6238, 6210, 4
903, 580301160, 13768, 6234, 904, 6238, 6210, 4
904, 394179727, 12830, 6234, 905, 6238, 6210, 4
905, 1129165559, 13384, 6234, 906, 6238, 6210, 4
906, None, None, None, None, None, None, None
907, 193186365, 12686, 6234, 908, 6238, 6210, 4
908, 1222517078, 13574, 6234, 909, 6238, 6210, 4
909, 5235959480, 13574, 6234, 910, 6238, 6210, 4
910, 908602676, 13196, 6234, 911, 6238, 6210, 4
911, 2770298153, 13264, 6234, 912, 6238, 6210, 4
912, 1044691740, 13492, 6234, 913, 6238, 6210, 4
913, 649789358, 12892, 6234, 914, 6238, 6210, 4
914, 324395092, 13732, 6234, 915, 6238, 6210, 4
915, 4558399773, 13698, 6234, 916, 6238, 6210, 4
916, 2087143234, 13544, 6214, 917, 6218, 6192, 3
917, 3411399347, 13618, 6234, 918, 6238, 6210, 4
918, 3071311062, 13828, 6234, 919, 6238, 6210, 4
919, 2002755055, 14138, 5158, 920, 5158, 5130, 5
920, 441870226, 13864, 6234, 921, 6238, 6210, 4
921, 1288281305, 13732, 6214, 922, 6218, 6192, 3
922, 53311206, 12854, 6234, 923, 6238, 6210, 4
923, 543629992, 13732, 6234, 924, 6238, 6210, 4
924, 729084865, 13388, 5158, 925, 5158, 5130, 5
925, 3768422067, 13732, 6234, 926, 6238, 6210, 4
926, 868360528, 14050, 6214, 927, 6218, 6192, 3
927, 838926764, 13522, 6234, 928, 6238, 6210, 4
928, 4551996541, 14656, 6214, 929, 6218, 6192, 3
929, 1819538843, 13968, 6234, 930, 6238, 6210, 4
930, 1425202946, 13690, 5158, 931, 5158, 5130, 5
931, 1896308885, 13850, 6234, 932, 6238, 6210, 4
932, None, None, None, None, None, None, None
933, 5345387408, 13784, 6234, 934, 6238, 6210, 4
934, 404333179, 13462, 6234, 935, 6238, 6210, 4
935, 1721980703, 13942, 6234, 936, 6238, 6210, 4
936, 1676127815, 13778, 6234, 937, 6238, 6210, 4
937, 121233078, 13021, 6234, 938, 6238, 6210, 4
938, 3527873665, 14162, 4946, 940, 4946, 4912, 7
939, 803839183, 14546, 6234, 940, 6238, 6210, 4
940, 4996645399, 14457, 6214, 941, 6218, 6192, 3
941, 395499717, 13198, 6234, 942, 6238, 6210, 4
942, 3399218522, 13924, 6234, 943, 6238, 6210, 4
943, 2491674610, 13947, 6234, 944, 6238, 6210, 4
944, 1552167157, 13945, 6234, 945, 6238, 6210, 4
945, 4842995624, 14294, 6234, 946, 6238, 6210, 4
946, 451101209, 13931, 6214, 947, 6218, 6192, 3
947, 3264377333, 14294, 6234, 948, 6238, 6210, 4
948, 3308366045, 14164, 5666, 949, 5666, 5652, 3
949, 2632045322, 13955, 6234, 950, 6238, 6210, 4
950, 72324720, 13941, 5666, 951, 5666, 5652, 3
951, 2760549741, 13956, 7558, 952, 7558, 7546, 5
952, 2168621161, 14372, 6234, 953, 6238, 6210, 4
953, 6871430122, 14038, 6234, 954, 6238, 6210, 4
954, 584013085, 13648, 6214, 955, 6218, 6192, 3
955, 983060327, 13644, 6234, 956, 6238, 6210, 4
956, 98769549, 13606, 6234, 957, 6238, 6210, 4
957, 615713127, 14158, 6214, 958, 6218, 6192, 3
958, 3482614473, 14427, 6234, 959, 6238, 6210, 4
959, 2029593077, 14453, 6234, 960, 6238, 6210, 4
960, 519739129, 14216, 6234, 961, 6238, 6210, 4
961, 3089265989, 14382, 6234, 962, 6238, 6210, 4
962, 1285508170, 14146, 6234, 963, 6238, 6210, 4
963, 3559482657, 14166, 6234, 964, 6238, 6210, 4
964, 4392746287, 14453, 7558, 965, 7558, 7546, 5
965, 6095560723, 14564, 6234, 966, 6238, 6210, 4
966, 2354419152, 14054, 6234, 967, 6238, 6210, 4
967, None, None, None, None, None, None, None
968, 3129801229, 14684, 6234, 969, 6238, 6210, 4
969, 3090930348, 14355, 6234, 970, 6238, 6210, 4
970, 2121654215, 14302, 6214, 971, 6218, 6192, 3
971, 456296790, 13766, 8822, 973, 8828, 8806, 7
972, 632234410, 14462, 6234, 973, 6238, 6210, 4
973, 483739541, 14461, 8822, 975, 8828, 8806, 7
974, 596107075, 14746, 8822, 1955, 8830, 8786, 11
975, None, None, None, None, None, None, None
976, 1171827956, 14156, 6234, 977, 6238, 6210, 4
977, 1013016026, 14642, 6214, 978, 6218, 6192, 3
